sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4013107-4023204.1	4013107	4023204	10097	11	28	3	0.73000	antibacterial	0.63	0.09	0.09	0.13		0.02	0.11	0.24	0.30	0.20	0.01	0.22	CP042324.1_CP042324.1_3578;CP042324.1_CP042324.1_3579;CP042324.1_CP042324.1_3580;CP042324.1_CP042324.1_3581;CP042324.1_CP042324.1_3582;CP042324.1_CP042324.1_3583;CP042324.1_CP042324.1_3584;CP042324.1_CP042324.1_3585;CP042324.1_CP042324.1_3586;CP042324.1_CP042324.1_3587;CP042324.1_CP042324.1_3588	PF00561;PF00067;PF01757	PF07883;PF00067;PF01925;PF02956;PF00196;PF04545;PF08281;PF13936;PF00072;PF07730;PF00196;PF08281;PF04545;PF14493;PF13936;PF00072;PF07730;PF01757;PF12697;PF06259;PF12697;PF07859;PF00561;PF00756;PF12146;PF00326;PF01764;PF00135
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4024625-4025441.1	4024625	4025441	816	1	1	0	0.53602	antibacterial	0.83	0.07	0.19	0.27		0.05	0.09	0.07	0.32	0.20	0.03	0.29	CP042324.1_CP042324.1_3590		PF03301
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4026251-4027706.1	4026251	4027706	1455	1	5	0	0.51398	inhibitor	0.27	0.05	0.59	0.11		0.02	0.19	0.25	0.29	0.22	0.00	0.03	CP042324.1_CP042324.1_3592		PF13347;PF07690;PF05977;PF00083;PF06609
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4115062-4137548.1	4115062	4137548	22486	20	36	3	0.90015	antibacterial	0.62	0.15	0.09	0.11	RiPP	0.00	0.08	0.14	0.14	0.58	0.02	0.09	CP042324.1_CP042324.1_3685;CP042324.1_CP042324.1_3686;CP042324.1_CP042324.1_3687;CP042324.1_CP042324.1_3688;CP042324.1_CP042324.1_3689;CP042324.1_CP042324.1_3690;CP042324.1_CP042324.1_3691;CP042324.1_CP042324.1_3692;CP042324.1_CP042324.1_3693;CP042324.1_CP042324.1_3694;CP042324.1_CP042324.1_3695;CP042324.1_CP042324.1_3696;CP042324.1_CP042324.1_3697;CP042324.1_CP042324.1_3698;CP042324.1_CP042324.1_3699;CP042324.1_CP042324.1_3700;CP042324.1_CP042324.1_3701;CP042324.1_CP042324.1_3702;CP042324.1_CP042324.1_3703;CP042324.1_CP042324.1_3704	PF08242;PF08241;PF01757	PF05175;PF13489;PF07021;PF13847;PF13649;PF08241;PF08242;PF05724;PF00174;PF13231;PF00313;PF02518;PF07730;PF13796;PF00005;PF13555;PF13191;PF13401;PF13304;PF02687;PF12704;PF02687;PF12704;PF00005;PF13304;PF13555;PF00196;PF08281;PF04545;PF00072;PF07730;PF00487;PF01757;PF06259;PF10756;PF02342
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4142291-4144289.1	4142291	4144289	1998	2	2	1	0.55784	antibacterial	0.75	0.00	0.03	0.00	Polyketide-Terpene	0.00	0.00	0.18	0.56	0.01	0.02	0.64	CP042324.1_CP042324.1_3710;CP042324.1_CP042324.1_3711	PF00067	PF00440;PF00067
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4584137-4584902.1	4584137	4584902	765	1	3	2	0.51264	antibacterial	0.81	0.01	0.18	0.07		0.01	0.01	0.02	0.06	0.41	0.00	0.49	CP042324.1_CP042324.1_4106	PF08659;PF00106	PF00106;PF08659;PF13561
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4589539-4589833.1	4589539	4589833	294	1	1	0	0.50763	antibacterial	0.87	0.09	0.17	0.29		0.00	0.09	0.07	0.33	0.21	0.03	0.32	CP042324.1_CP042324.1_4114		PF04149
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4628388-4628769.1	4628388	4628769	381	1	1	1	0.53370	antibacterial	0.86	0.06	0.18	0.25		0.00	0.09	0.12	0.33	0.20	0.03	0.29	CP042324.1_CP042324.1_4160	PF00903	PF00903
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4629755-4630997.1	4629755	4630997	1242	1	1	1	0.59882	antibacterial	0.78	0.02	0.27	0.18		0.00	0.07	0.04	0.22	0.49	0.02	0.19	CP042324.1_CP042324.1_4162	PF05147	PF05147
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4670310-4671621.1	4670310	4671621	1311	1	3	0	0.52337	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	CP042324.1_CP042324.1_4196		PF00652;PF14200;PF03498
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4769051-4804215.1	4769051	4804215	35164	34	81	13	0.83564	antibacterial	0.52	0.26	0.18	0.19		0.01	0.27	0.19	0.13	0.42	0.04	0.02	CP042324.1_CP042324.1_4290;CP042324.1_CP042324.1_4291;CP042324.1_CP042324.1_4292;CP042324.1_CP042324.1_4293;CP042324.1_CP042324.1_4294;CP042324.1_CP042324.1_4295;CP042324.1_CP042324.1_4296;CP042324.1_CP042324.1_4297;CP042324.1_CP042324.1_4298;CP042324.1_CP042324.1_4299;CP042324.1_CP042324.1_4300;CP042324.1_CP042324.1_4301;CP042324.1_CP042324.1_4302;CP042324.1_CP042324.1_4303;CP042324.1_CP042324.1_4304;CP042324.1_CP042324.1_4305;CP042324.1_CP042324.1_4306;CP042324.1_CP042324.1_4307;CP042324.1_CP042324.1_4308;CP042324.1_CP042324.1_4309;CP042324.1_CP042324.1_4310;CP042324.1_CP042324.1_4311;CP042324.1_CP042324.1_4312;CP042324.1_CP042324.1_4313;CP042324.1_CP042324.1_4314;CP042324.1_CP042324.1_4315;CP042324.1_CP042324.1_4316;CP042324.1_CP042324.1_4317;CP042324.1_CP042324.1_4318;CP042324.1_CP042324.1_4319;CP042324.1_CP042324.1_4320;CP042324.1_CP042324.1_4321;CP042324.1_CP042324.1_4322;CP042324.1_CP042324.1_4323	PF02770;PF00441;PF08028;PF01636;PF00378;PF01039;PF02785;PF02771;PF01243;PF00501;PF00289;PF04738;PF02786	PF05685;PF01909;PF13427;PF14606;PF00657;PF13472;PF02909;PF00440;PF00005;PF13604;PF02702;PF13304;PF13732;PF01061;PF12698;PF07730;PF13581;PF00072;PF04545;PF00196;PF08281;PF13412;PF14534;PF12680;PF07366;PF00266;PF01565;PF02913;PF13183;PF13534;PF03403;PF12740;PF13517;PF01839;PF13011;PF01527;PF13518;PF13384;PF13551;PF13565;PF00665;PF13683;PF13333;PF04978;PF12867;PF14435;PF00293;PF00892;PF12802;PF01047;PF13463;PF13545;PF01638;PF04738;PF00069;PF07714;PF01636;PF11716;PF04978;PF12867;PF08608;PF07287;PF01039;PF00289;PF02786;PF02655;PF07478;PF02222;PF02785;PF00364;PF02771;PF02770;PF00441;PF08028;PF00501;PF13193;PF00378;PF16113;PF00440;PF10590;PF01243
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4869243-4874500.1	4869243	4874500	5257	5	3	0	0.60834	antibacterial	0.66	0.04	0.11	0.37	Polyketide	0.00	0.00	0.24	0.68	0.03	0.01	0.04	CP042324.1_CP042324.1_4383;CP042324.1_CP042324.1_4384;CP042324.1_CP042324.1_4385;CP042324.1_CP042324.1_4386;CP042324.1_CP042324.1_4387		PF07228;PF00440;PF07690
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4876129-4876732.1	4876129	4876732	603	1	1	0	0.56847	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	CP042324.1_CP042324.1_4390		PF00440
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4882138-4885000.1	4882138	4885000	2862	4	5	1	0.56972	antibacterial	0.55	0.08	0.11	0.30		0.00	0.02	0.45	0.48	0.02	0.02	0.03	CP042324.1_CP042324.1_4397;CP042324.1_CP042324.1_4398;CP042324.1_CP042324.1_4399;CP042324.1_CP042324.1_4400	PF00857	PF13977;PF00440;PF07690;PF13347;PF00857
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4895304-4896726.1	4895304	4896726	1422	1	1	1	0.61673	antibacterial	0.63	0.07	0.40	0.23		0.00	0.46	0.09	0.23	0.06	0.03	0.18	CP042324.1_CP042324.1_4411	PF00668	PF00668
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4899407-4900007.1	4899407	4900007	600	1	2	0	0.58760	antibacterial	0.59	0.05	0.12	0.19		0.00	0.05	0.46	0.17	0.14	0.03	0.19	CP042324.1_CP042324.1_4415		PF16859;PF00440
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4903585-4909327.1	4903585	4909327	5742	5	24	2	0.59290		0.38	0.09	0.22	0.21		0.01	0.07	0.44	0.17	0.25	0.06	0.09	CP042324.1_CP042324.1_4419;CP042324.1_CP042324.1_4420;CP042324.1_CP042324.1_4421;CP042324.1_CP042324.1_4422;CP042324.1_CP042324.1_4423	PF01636;PF00903	PF13564;PF13280;PF02082;PF08279;PF12840;PF08220;PF09339;PF13412;PF12802;PF13542;PF13551;PF13384;PF13518;PF13404;PF00903;PF12681;PF00069;PF07714;PF01636;PF13385;PF00069;PF07714;PF01636;PF00652
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4911174-4912080.1	4911174	4912080	906	1	1	0	0.53672	antibacterial	0.90	0.01	0.04	0.09	Terpene	0.09	0.05	0.03	0.10	0.08	0.00	0.67	CP042324.1_CP042324.1_4426		PF01040
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4915399-4973740.1	4915399	4973740	58341	57	75	13	0.85475		0.40	0.27	0.26	0.18		0.00	0.22	0.18	0.42	0.04	0.32	0.02	CP042324.1_CP042324.1_4431;CP042324.1_CP042324.1_4432;CP042324.1_CP042324.1_4433;CP042324.1_CP042324.1_4434;CP042324.1_CP042324.1_4435;CP042324.1_CP042324.1_4436;CP042324.1_CP042324.1_4437;CP042324.1_CP042324.1_4438;CP042324.1_CP042324.1_4439;CP042324.1_CP042324.1_4440;CP042324.1_CP042324.1_4441;CP042324.1_CP042324.1_4442;CP042324.1_CP042324.1_4443;CP042324.1_CP042324.1_4444;CP042324.1_CP042324.1_4445;CP042324.1_CP042324.1_4446;CP042324.1_CP042324.1_4447;CP042324.1_CP042324.1_4448;CP042324.1_CP042324.1_4449;CP042324.1_CP042324.1_4450;CP042324.1_CP042324.1_4451;CP042324.1_CP042324.1_4452;CP042324.1_CP042324.1_4453;CP042324.1_CP042324.1_4454;CP042324.1_CP042324.1_4455;CP042324.1_CP042324.1_4456;CP042324.1_CP042324.1_4457;CP042324.1_CP042324.1_4458;CP042324.1_CP042324.1_4459;CP042324.1_CP042324.1_4460;CP042324.1_CP042324.1_4461;CP042324.1_CP042324.1_4462;CP042324.1_CP042324.1_4463;CP042324.1_CP042324.1_4464;CP042324.1_CP042324.1_4465;CP042324.1_CP042324.1_4466;CP042324.1_CP042324.1_4467;CP042324.1_CP042324.1_4468;CP042324.1_CP042324.1_4469;CP042324.1_CP042324.1_4470;CP042324.1_CP042324.1_4471;CP042324.1_CP042324.1_4472;CP042324.1_CP042324.1_4473;CP042324.1_CP042324.1_4474;CP042324.1_CP042324.1_4475;CP042324.1_CP042324.1_4476;CP042324.1_CP042324.1_4477;CP042324.1_CP042324.1_4478;CP042324.1_CP042324.1_4479;CP042324.1_CP042324.1_4480;CP042324.1_CP042324.1_4481;CP042324.1_CP042324.1_4482;CP042324.1_CP042324.1_4483;CP042324.1_CP042324.1_4484;CP042324.1_CP042324.1_4485;CP042324.1_CP042324.1_4486;CP042324.1_CP042324.1_4487	PF08242;PF01636;PF02803;PF00108;PF04055;PF00535;PF00583;PF00501;PF08241;PF08659;PF00109;PF01370;PF00106	PF13420;PF13673;PF00583;PF13508;PF13527;PF08445;PF14542;PF14012;PF00375;PF00440;PF01575;PF13561;PF00106;PF08659;PF01370;PF03435;PF00108;PF00109;PF02803;PF00501;PF13489;PF13847;PF08241;PF08242;PF13649;PF05175;PF00313;PF08206;PF02621;PF00069;PF07714;PF01636;PF01580;PF13401;PF02456;PF13555;PF16697;PF10224;PF06013;PF10824;PF14256;PF10099;PF16976;PF00437;PF01580;PF00005;PF06414;PF01926;PF13238;PF00482;PF00482;PF07811;PF13400;PF07811;PF13400;PF06013;PF06013;PF04149;PF13560;PF12844;PF13581;PF03704;PF13428;PF01478;PF04055;PF00704;PF01522;PF13641;PF00535;PF10111;PF13704;PF12804;PF13506;PF03142;PF13632
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_4974919-4975904.1	4974919	4975904	985	2	7	2	0.72101		0.42	0.37	0.21	0.04		0.01	0.00	0.40	0.05	0.24	0.00	0.30	CP042324.1_CP042324.1_4489;CP042324.1_CP042324.1_4490	PF08242;PF08241	PF01209;PF13489;PF13847;PF13649;PF08241;PF08242;PF03793
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_5055935-5059789.1	5055935	5059789	3854	2	10	2	0.66280	antibacterial	0.59	0.18	0.32	0.32	Polyketide	0.01	0.36	0.20	0.53	0.05	0.02	0.04	CP042324.1_CP042324.1_4565;CP042324.1_CP042324.1_4566	PF01370;PF00107	PF13676;PF00931;PF13401;PF13424;PF13374;PF13460;PF05368;PF01073;PF01370;PF00107
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_5061966-5063777.1	5061966	5063777	1811	3	9	2	0.55600		0.40	0.25	0.23	0.05		0.01	0.09	0.26	0.05	0.21	0.00	0.38	CP042324.1_CP042324.1_4569;CP042324.1_CP042324.1_4570;CP042324.1_CP042324.1_4571	PF08242;PF08241	PF13452;PF01575;PF13452;PF01575;PF13847;PF13489;PF08241;PF08242;PF13649
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_5297688-5307682.1	5297688	5307682	9994	7	20	4	0.74276		0.26	0.39	0.16	0.11		0.04	0.00	0.15	0.12	0.03	0.33	0.41	CP042324.1_CP042324.1_4797;CP042324.1_CP042324.1_4798;CP042324.1_CP042324.1_4799;CP042324.1_CP042324.1_4800;CP042324.1_CP042324.1_4801;CP042324.1_CP042324.1_4802;CP042324.1_CP042324.1_4803	PF01593;PF01266;PF01494;PF00535	PF01642;PF01494;PF05834;PF03486;PF01593;PF07992;PF01266;PF00890;PF13450;PF01946;PF13738;PF00440;PF02909;PF13489;PF13578;PF13578;PF09586;PF13641;PF00535;PF10111
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_5510626-5537105.1	5510626	5537105	26479	28	70	17	0.86280	antibacterial	0.56	0.41	0.15	0.20	Polyketide	0.02	0.09	0.05	0.90	0.00	0.05	0.01	CP042324.1_CP042324.1_4997;CP042324.1_CP042324.1_4998;CP042324.1_CP042324.1_4999;CP042324.1_CP042324.1_5000;CP042324.1_CP042324.1_5001;CP042324.1_CP042324.1_5002;CP042324.1_CP042324.1_5003;CP042324.1_CP042324.1_5004;CP042324.1_CP042324.1_5005;CP042324.1_CP042324.1_5006;CP042324.1_CP042324.1_5007;CP042324.1_CP042324.1_5008;CP042324.1_CP042324.1_5009;CP042324.1_CP042324.1_5010;CP042324.1_CP042324.1_5011;CP042324.1_CP042324.1_5012;CP042324.1_CP042324.1_5013;CP042324.1_CP042324.1_5014;CP042324.1_CP042324.1_5015;CP042324.1_CP042324.1_5016;CP042324.1_CP042324.1_5017;CP042324.1_CP042324.1_5018;CP042324.1_CP042324.1_5019;CP042324.1_CP042324.1_5020;CP042324.1_CP042324.1_5021;CP042324.1_CP042324.1_5022;CP042324.1_CP042324.1_5023;CP042324.1_CP042324.1_5024	PF02737;PF02770;PF02801;PF03364;PF08028;PF00441;PF08242;PF08659;PF01243;PF00107;PF00725;PF08241;PF03992;PF08240;PF00109;PF01370;PF00106	PF00440;PF16884;PF08240;PF00107;PF13602;PF00246;PF13577;PF12680;PF02737;PF00725;PF08240;PF00107;PF13602;PF08240;PF00107;PF13602;PF07690;PF00083;PF05977;PF13347;PF01243;PF12900;PF05368;PF01370;PF16363;PF13460;PF02770;PF08028;PF00441;PF03992;PF02909;PF00440;PF07690;PF06779;PF00083;PF03176;PF12349;PF00486;PF03704;PF13561;PF00106;PF08659;PF01370;PF00109;PF02801;PF00109;PF02801;PF00550;PF10604;PF03364;PF00753;PF01613;PF04978;PF12867;PF13489;PF13847;PF01209;PF05175;PF08241;PF13578;PF08242;PF13649;PF03848;PF05724;PF13560;PF12844;PF13443;PF13413;PF01381;PF07883
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_5577322-5580179.1	5577322	5580179	2857	3	12	0	0.54923	antibacterial	0.59	0.10	0.23	0.07	RiPP	0.00	0.01	0.04	0.03	0.91	0.00	0.01	CP042324.1_CP042324.1_5058;CP042324.1_CP042324.1_5059;CP042324.1_CP042324.1_5060		PF00005;PF13555;PF13304;PF12679;PF01061;PF12730;PF12698;PF13346;PF03379;PF06182;PF07730;PF13581
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_5715982-5718579.1	5715982	5718579	2597	3	17	3	0.71334		0.48	0.36	0.17	0.07	RiPP	0.02	0.06	0.10	0.12	0.66	0.02	0.04	CP042324.1_CP042324.1_5187;CP042324.1_CP042324.1_5188;CP042324.1_CP042324.1_5189	PF00891;PF08242;PF08241	PF13489;PF05175;PF02353;PF00891;PF13847;PF00398;PF01209;PF13649;PF08241;PF08242;PF02463;PF13304;PF00005;PF13191;PF13476;PF13555;PF00528
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_5765773-5797590.1	5765773	5797590	31817	37	60	9	0.74897	antibacterial	0.58	0.46	0.18	0.14	Polyketide	0.02	0.07	0.07	0.84	0.04	0.02	0.02	CP042324.1_CP042324.1_5222;CP042324.1_CP042324.1_5223;CP042324.1_CP042324.1_5224;CP042324.1_CP042324.1_5225;CP042324.1_CP042324.1_5226;CP042324.1_CP042324.1_5227;CP042324.1_CP042324.1_5228;CP042324.1_CP042324.1_5229;CP042324.1_CP042324.1_5230;CP042324.1_CP042324.1_5231;CP042324.1_CP042324.1_5232;CP042324.1_CP042324.1_5233;CP042324.1_CP042324.1_5234;CP042324.1_CP042324.1_5235;CP042324.1_CP042324.1_5236;CP042324.1_CP042324.1_5237;CP042324.1_CP042324.1_5238;CP042324.1_CP042324.1_5239;CP042324.1_CP042324.1_5240;CP042324.1_CP042324.1_5241;CP042324.1_CP042324.1_5242;CP042324.1_CP042324.1_5243;CP042324.1_CP042324.1_5244;CP042324.1_CP042324.1_5245;CP042324.1_CP042324.1_5246;CP042324.1_CP042324.1_5247;CP042324.1_CP042324.1_5248;CP042324.1_CP042324.1_5249;CP042324.1_CP042324.1_5250;CP042324.1_CP042324.1_5251;CP042324.1_CP042324.1_5252;CP042324.1_CP042324.1_5253;CP042324.1_CP042324.1_5254;CP042324.1_CP042324.1_5255;CP042324.1_CP042324.1_5256;CP042324.1_CP042324.1_5257;CP042324.1_CP042324.1_5258	PF02801;PF03364;PF01050;PF00109;PF00108;PF01243;PF03992;PF01266;PF01494	PF05331;PF03029;PF07992;PF01494;PF00070;PF00877;PF07813;PF13560;PF00440;PF09339;PF13340;PF01609;PF13359;PF13612;PF13586;PF11583;PF11695;PF00905;PF01098;PF08239;PF02518;PF00512;PF00672;PF00782;PF05706;PF08378;PF02735;PF13628;PF01243;PF16242;PF11350;PF04673;PF10604;PF03364;PF00550;PF02801;PF00109;PF02801;PF00109;PF00108;PF12852;PF11699;PF07883;PF01050;PF02311;PF04486;PF03992;PF01494;PF01266;PF01734;PF01037;PF13412;PF12802;PF09339;PF13404;PF00881;PF13613;PF04545;PF01609;PF13359
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_5852455-5853097.1	5852455	5853097	642	1	1	0	0.57111	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	CP042324.1_CP042324.1_5313		PF00440
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_5933707-5938644.1	5933707	5938644	4937	3	17	0	0.55002	antibacterial	0.74	0.10	0.12	0.11	RiPP	0.00	0.04	0.08	0.03	0.85	0.00	0.00	CP042324.1_CP042324.1_5379;CP042324.1_CP042324.1_5380;CP042324.1_CP042324.1_5381		PF13401;PF00005;PF13191;PF06414;PF01935;PF00664;PF02463;PF00005;PF13191;PF00664;PF00005;PF13481;PF13604;PF13476;PF13191;PF02702;PF13304
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_5970699-5971949.1	5970699	5971949	1250	3	3	0	0.59048	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	CP042324.1_CP042324.1_5412;CP042324.1_CP042324.1_5413;CP042324.1_CP042324.1_5414		PF00440;PF14012;PF13828
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_6027900-6046382.1	6027900	6046382	18482	15	22	1	0.74782	antibacterial	0.64	0.07	0.12	0.18		0.00	0.05	0.38	0.21	0.18	0.02	0.19	CP042324.1_CP042324.1_5461;CP042324.1_CP042324.1_5462;CP042324.1_CP042324.1_5463;CP042324.1_CP042324.1_5464;CP042324.1_CP042324.1_5465;CP042324.1_CP042324.1_5466;CP042324.1_CP042324.1_5467;CP042324.1_CP042324.1_5468;CP042324.1_CP042324.1_5469;CP042324.1_CP042324.1_5470;CP042324.1_CP042324.1_5471;CP042324.1_CP042324.1_5472;CP042324.1_CP042324.1_5473;CP042324.1_CP042324.1_5474;CP042324.1_CP042324.1_5475	PF01039	PF00440;PF04264;PF08124;PF02278;PF02884;PF01039;PF06833;PF13822;PF03029;PF05331;PF03259;PF02518;PF00672;PF08376;PF03029;PF05331;PF03259;PF02518;PF00672;PF08376;PF10370;PF01557
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_6242779-6244346.1	6242779	6244346	1567	2	2	0	0.63827	antibacterial	0.87	0.09	0.17	0.29	RiPP	0.00	0.01	0.02	0.04	0.89	0.02	0.04	CP042324.1_CP042324.1_5651;CP042324.1_CP042324.1_5652		PF00082;PF04149
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_6432706-6469245.1	6432706	6469245	36539	26	87	23	0.94502		0.48	0.43	0.14	0.24	NRP-Polyketide	0.01	0.69	0.02	0.94	0.00	0.02	0.00	CP042324.1_CP042324.1_5806;CP042324.1_CP042324.1_5807;CP042324.1_CP042324.1_5808;CP042324.1_CP042324.1_5809;CP042324.1_CP042324.1_5810;CP042324.1_CP042324.1_5811;CP042324.1_CP042324.1_5812;CP042324.1_CP042324.1_5813;CP042324.1_CP042324.1_5814;CP042324.1_CP042324.1_5815;CP042324.1_CP042324.1_5816;CP042324.1_CP042324.1_5817;CP042324.1_CP042324.1_5818;CP042324.1_CP042324.1_5819;CP042324.1_CP042324.1_5820;CP042324.1_CP042324.1_5821;CP042324.1_CP042324.1_5822;CP042324.1_CP042324.1_5823;CP042324.1_CP042324.1_5824;CP042324.1_CP042324.1_5825;CP042324.1_CP042324.1_5826;CP042324.1_CP042324.1_5827;CP042324.1_CP042324.1_5828;CP042324.1_CP042324.1_5829;CP042324.1_CP042324.1_5830;CP042324.1_CP042324.1_5831	PF02801;PF02771;PF00109;PF01370;PF04321;PF08028;PF02719;PF08545;PF00891;PF00975;PF08241;PF07993;PF00698;PF02770;PF00501;PF00155;PF00106;PF00441;PF08242;PF01553;PF00355;PF00108;PF08541	PF00486;PF03704;PF00109;PF00108;PF02801;PF16197;PF02771;PF02770;PF00441;PF08028;PF11639;PF00196;PF08281;PF04545;PF13936;PF00072;PF01648;PF09534;PF02801;PF00109;PF00108;PF00550;PF00108;PF08545;PF08541;PF00550;PF00550;PF00155;PF01053;PF01212;PF00501;PF13193;PF00501;PF00550;PF00109;PF00108;PF02801;PF16197;PF00698;PF00155;PF01053;PF04321;PF01370;PF02719;PF05368;PF00106;PF16363;PF01073;PF13460;PF07993;PF00975;PF12697;PF12147;PF00891;PF13489;PF06080;PF05175;PF12847;PF01209;PF02353;PF13847;PF08003;PF05401;PF02390;PF08241;PF13578;PF08242;PF13649;PF01739;PF01326;PF00391;PF00355;PF00848;PF01222;PF06966;PF02544;PF04191;PF01553;PF13520;PF02705;PF01938;PF01135;PF05175;PF13847;PF13649;PF02254;PF05958
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_6514666-6529586.1	6514666	6529586	14920	11	23	1	0.59311		0.36	0.15	0.42	0.16		0.07	0.10	0.32	0.29	0.18	0.02	0.07	CP042324.1_CP042324.1_5874;CP042324.1_CP042324.1_5875;CP042324.1_CP042324.1_5876;CP042324.1_CP042324.1_5877;CP042324.1_CP042324.1_5878;CP042324.1_CP042324.1_5879;CP042324.1_CP042324.1_5880;CP042324.1_CP042324.1_5881;CP042324.1_CP042324.1_5882;CP042324.1_CP042324.1_5883;CP042324.1_CP042324.1_5884	PF01494	PF07690;PF00083;PF13347;PF01494;PF00070;PF06353;PF07690;PF00083;PF06609;PF00440;PF16859;PF01925;PF08937;PF13676;PF01582;PF00400;PF00553;PF00041;PF00704;PF00440;PF07690;PF05977;PF13347
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_6553048-6557802.1	6553048	6557802	4754	4	9	2	0.58364	antibacterial	0.67	0.16	0.20	0.24	Polyketide	0.01	0.02	0.30	0.61	0.06	0.01	0.03	CP042324.1_CP042324.1_5905;CP042324.1_CP042324.1_5906;CP042324.1_CP042324.1_5907;CP042324.1_CP042324.1_5908	PF00378;PF01494	PF13581;PF00378;PF16113;PF01494;PF07992;PF13450;PF00724;PF00685;PF13469
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_6558732-6560424.1	6558732	6560424	1692	1	2	1	0.54471	antibacterial	0.92	0.01	0.04	0.07	Polyketide	0.00	0.23	0.23	0.54	0.00	0.00	0.00	CP042324.1_CP042324.1_5910	PF00501	PF13193;PF00501
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_6730806-6731040.1	6730806	6731040	234	1	1	0	0.67083	antibacterial	0.87	0.09	0.17	0.29		0.00	0.09	0.07	0.33	0.21	0.03	0.32	CP042324.1_CP042324.1_6058		PF04149
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_6732030-6732384.1	6732030	6732384	354	1	1	0	0.53821	antibacterial	0.87	0.07	0.17	0.26		0.00	0.07	0.06	0.37	0.24	0.02	0.28	CP042324.1_CP042324.1_6060		PF13581
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_6740579-6743560.1	6740579	6743560	2981	4	9	0	0.64534	antibacterial	0.79	0.07	0.07	0.27		0.00	0.11	0.09	0.31	0.32	0.02	0.19	CP042324.1_CP042324.1_6069;CP042324.1_CP042324.1_6070;CP042324.1_CP042324.1_6071;CP042324.1_CP042324.1_6072		PF07730;PF00072;PF00196;PF08281;PF04545;PF13384;PF14351;PF11716;PF12867
